player_id,match_id,player_name,rating,possession_lost,attacking_shots_blocked,total_passes,total_long_balls,total_crosses,total_dribbles,ground_duels_lost,aerial_duels_lost,yellow_cards,red_cards,goalkeeper_punches
7,25-26-champions-league-arsenal-vs-club-brugge,Calafiori,7.0,0,0,12,1,0,0,1,0,0,0,0
10,25-26-champions-league-arsenal-vs-club-brugge,Lewis-Skelly,7.2,8,0,49,1,2,0,1,1,0,0,0
16,25-26-champions-league-arsenal-vs-club-brugge,Saka,6.4,3,0,9,0,1,0,1,0,0,0,0
17,25-26-champions-league-arsenal-vs-club-brugge,Ødegaard,7.3,9,0,54,6,2,1,1,0,0,0,0
18,25-26-champions-league-arsenal-vs-club-brugge,Madueke,8.4,17,1,27,0,7,4,7,1,0,0,0
24,25-26-champions-league-arsenal-vs-club-brugge,Nørgaard,7.5,9,0,54,3,1,0,3,2,1,0,0
25,25-26-champions-league-arsenal-vs-club-brugge,Nwaneri,7.2,2,0,12,0,1,0,0,0,0,0,0
666,25-26-champions-league-arsenal-vs-club-brugge,Gyökeres,5.9,3,0,6,0,0,0,4,1,0,0,0
725,25-26-champions-league-arsenal-vs-club-brugge,Hincapie,7.6,3,0,47,1,0,0,1,0,0,0,0
759,25-26-champions-league-arsenal-vs-club-brugge,Salmon,6.7,0,0,1,0,0,0,0,0,0,0,0
225,25-26-champions-league-chelsea-vs-atalanta,James,7.1,7,1,53,3,1,2,4,1,0,0,0
226,25-26-champions-league-chelsea-vs-atalanta,Chalobah,7.2,3,0,37,1,0,0,3,0,1,0,0
228,25-26-champions-league-chelsea-vs-atalanta,Gusto,6.2,5,0,19,1,2,0,1,0,0,0,0
230,25-26-champions-league-chelsea-vs-atalanta,Fofana,6.7,0,0,13,0,0,0,0,0,0,0,0
232,25-26-champions-league-chelsea-vs-atalanta,Tosin,6.2,4,0,22,2,0,0,1,0,0,0,0
233,25-26-champions-league-chelsea-vs-atalanta,Acheampong,6.6,9,0,50,3,0,1,0,0,0,0,0
237,25-26-champions-league-chelsea-vs-atalanta,Enzo,6.1,15,0,33,0,1,0,7,1,0,0,0
373,25-26-champions-league-liverpool-vs-inter,Virgil,7.8,3,1,60,9,0,0,2,2,0,0,0
374,25-26-champions-league-liverpool-vs-inter,Konaté,7.2,4,0,39,8,0,1,2,0,0,0,0
375,25-26-champions-league-liverpool-vs-inter,Bradley,6.7,7,0,12,1,1,2,3,2,0,0,0
376,25-26-champions-league-liverpool-vs-inter,Gomez,6.5,11,0,27,2,3,0,4,1,0,0,0
382,25-26-champions-league-liverpool-vs-inter,Wirtz,7.3,4,0,21,3,0,1,1,1,0,0,0
