player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
677,25-26-europa-league-aston-villa-vs-go-ahead-eagles,90,1,0,3,0.75,0.11,3,0,1,10,40,16,0.0,1.0,0,0,0.0,0,0.0,0,0,4,0,0,0,0,2,4,1,0.0,1,0.0,1,1,0,0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,1.43,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,25-26-europa-league-aston-villa-vs-go-ahead-eagles,66,0,0,2,0.19,0.09,1,1,0,2,56,45,0.0,1.0,7,0,0.0,2,0.0,0,0,3,0,0,0,0,6,4,5,0.0,1,0.0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.42,4,0,66,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,25-26-europa-league-aston-villa-vs-go-ahead-eagles,90,0,0,1,0.03,0.28,0,0,0,4,64,35,0.0,3.0,3,2,0.0,4,0.0,0,0,6,0,0,0,1,7,3,7,0.0,0,0.0,2,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,5,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,25-26-europa-league-aston-villa-vs-go-ahead-eagles,23,0,0,0,0.0,0.15,0,0,0,1,37,31,0.0,1.0,7,0,0.0,2,0.0,0,0,1,0,0,0,0,4,1,2,0.0,2,0.0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,66,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,25-26-europa-league-aston-villa-vs-go-ahead-eagles,14,0,0,0,0.0,0.04,0,0,0,0,17,11,0.0,0.0,2,1,0.0,2,0.0,0,0,2,0,0,0,0,2,0,1,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,76,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,25-26-europa-league-aston-villa-vs-go-ahead-eagles,24,0,0,1,0.03,0.06,0,1,0,4,28,13,0.0,1.0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,2,1,2,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,66,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,25-26-europa-league-aston-villa-vs-go-ahead-eagles,76,0,0,1,0.03,0.08,0,0,0,0,60,44,0.0,0.0,7,0,0.0,1,0.0,0,1,7,0,0,0,0,4,1,4,0.0,0,0.0,3,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,76,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,25-26-europa-league-aston-villa-vs-go-ahead-eagles,90,0,0,2,0.95,0.49,1,0,2,8,60,32,0.0,3.0,4,4,0.0,1,0.0,0,0,0,0,1,1,0,4,3,3,0.0,1,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0.0,0.0,0.36,2,0,90,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,25-26-europa-league-aston-villa-vs-go-ahead-eagles,24,0,0,0,0.0,0.4,0,0,0,1,31,22,0.0,1.0,1,2,0.0,0,0.0,0,0,2,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,66,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,25-26-europa-league-aston-villa-vs-go-ahead-eagles,67,0,0,2,0.13,0.07,1,1,0,9,54,32,0.0,1.0,1,0,0.0,0,0.0,0,0,1,0,0,0,1,3,5,3,0.0,0,0.0,2,1,0,0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.13,0,0,66,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,25-26-europa-league-aston-villa-vs-go-ahead-eagles,90,0,0,0,0.0,0.05,0,0,0,1,69,63,0.0,1.0,12,0,0.0,4,0.0,0,0,3,0,1,0,0,0,1,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,25-26-europa-league-aston-villa-vs-go-ahead-eagles,66,0,0,0,0.0,0.19,0,0,0,4,45,34,0.0,1.0,3,0,0.0,0,0.0,0,0,2,0,3,2,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,66,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,25-26-europa-league-aston-villa-vs-go-ahead-eagles,90,0,0,2,0.24,0.03,0,0,1,3,71,55,0.0,0.0,13,0,0.0,0,0.0,0,1,4,0,5,4,0,2,3,0,0.0,2,0.0,0,1,0,0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,25-26-europa-league-aston-villa-vs-go-ahead-eagles,67,0,0,3,0.38,0.02,1,0,1,5,18,8,0.0,1.0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,0,4,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.38,0,0,66,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,25-26-europa-league-aston-villa-vs-go-ahead-eagles,23,0,0,1,0.09,0.01,0,0,0,2,5,3,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,66,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,25-26-europa-league-aston-villa-vs-go-ahead-eagles,90,0,0,0,0.0,0.0,0,0,0,0,32,25,0.0,0.0,0,0,0.0,7,0.0,0,0,8,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1,2,1.0,-1.0,0,25,7,,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
