gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,tournament
24.0,2026-01-28T20:00:00+00:00,,,2.0,3.0,3.0,2069.87,True,25-26-champions-league-kairat-almaty-vs-arsenal,/matches/kairat-almaty-vs-arsenal/2mzl5i#4947177,66.0,34.0,4.06,1.11,25.0,4.0,11.0,2.0,9.0,2.0,7.0,0.0,514.0,211.0,88.0,70.0,14.0,10.0,11.0,0.0,3.84,0.32,0.23,0.0,4.06,0.32,2.43,1.8,10.0,2.0,4.0,0.0,0.0,0.0,18.0,3.0,7.0,1.0,584.0,303.0,131.0,181.0,383.0,30.0,10.0,15.0,42.0,25.0,4.0,2.0,21.0,67.0,19.0,11.0,60.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,9.0,22.0,79,63,9.0,4.0,0.0,4.0,12.0,34.0,0.0,7.0,60.0,52.0,40.0,40.0,50.0,50.0,20.0,12.0,63.0,38.0,21.0,4.0,57.0,67.0,,True,True,champions-league
24.0,2026-01-28T20:00:00+00:00,8.0,1933.91,3.0,2.0,,,True,25-26-champions-league-chelsea-vs-napoli,/matches/chelsea-vs-napoli/2s141e#4947113,46.0,54.0,0.98,2.01,8.0,11.0,5.0,5.0,1.0,4.0,0.0,2.0,456.0,569.0,86.0,89.0,15.0,15.0,4.0,1.0,0.83,1.13,0.14,0.08,0.98,1.22,1.84,2.57,2.0,3.0,1.0,3.0,0.0,0.0,6.0,6.0,2.0,5.0,529.0,636.0,318.0,349.0,138.0,220.0,16.0,14.0,39.0,40.0,4.0,2.0,27.0,50.0,15.0,10.0,22.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,16.0,11.0,27,38,8.0,16.0,2.0,1.0,4.0,17.0,2.0,3.0,44.0,34.0,37.0,29.0,56.0,44.0,7.0,5.0,58.0,42.0,8.0,4.0,73.0,40.0,,True,True,champions-league
24.0,2026-01-28T20:00:00+00:00,4.0,1874.53,1.0,1.0,,,True,25-26-champions-league-newcastle-united-vs-paris-saint-germain,/matches/paris-saint-germain-vs-newcastle-united/3cdjid#4947158,67.0,33.0,2.58,1.0,25.0,10.0,7.0,4.0,3.0,2.0,3.0,1.0,619.0,249.0,90.0,75.0,8.0,8.0,5.0,1.0,1.71,0.75,0.08,0.25,1.79,1.0,1.04,0.73,10.0,3.0,8.0,3.0,0.0,0.0,18.0,8.0,7.0,2.0,688.0,333.0,248.0,117.0,371.0,132.0,23.0,26.0,58.0,46.0,7.0,2.0,47.0,22.0,13.0,13.0,48.0,25.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,19.0,56,50,15.0,10.0,3.0,7.0,17.0,20.0,3.0,6.0,40.0,39.0,28.0,32.0,47.0,53.0,12.0,7.0,63.0,37.0,9.0,5.0,45.0,56.0,,True,True,champions-league
24.0,2026-01-31T20:00:00+00:00,14.0,1949.25,4.0,1.0,4.0,1885.6,True,25-26-prem-liverpool-vs-newcastle-united,/matches/liverpool-vs-newcastle-united/2ygyxm#4813609,54.0,46.0,2.28,0.36,17.0,8.0,7.0,2.0,7.0,0.0,3.0,0.0,345.0,266.0,84.0,80.0,11.0,7.0,7.0,11.0,1.93,0.23,0.35,0.13,2.28,0.36,3.13,0.53,7.0,3.0,3.0,3.0,0.0,1.0,11.0,4.0,6.0,4.0,411.0,332.0,134.0,150.0,211.0,116.0,21.0,14.0,46.0,33.0,4.0,6.0,25.0,24.0,15.0,17.0,41.0,21.0,1.0,3.0,1.0,3.0,0.0,0.0,18.0,13.0,61,54,6.0,8.0,3.0,3.0,38.0,23.0,1.0,3.0,46.0,34.0,31.0,27.0,53.0,47.0,15.0,7.0,68.0,32.0,7.0,3.0,50.0,23.0,4813609.0,True,True,prem
24.0,2026-02-02T20:00:00+00:00,56.0,1694.92,3.0,0.0,90.0,1710.05,True,25-26-prem-sunderland-vs-burnley,/matches/burnley-vs-sunderland/2anx64#4813612,44.0,56.0,1.47,0.06,14.0,5.0,5.0,0.0,3.0,0.0,2.0,0.0,350.0,452.0,83.0,86.0,12.0,10.0,1.0,2.0,1.26,0.03,0.21,0.03,1.47,0.06,1.32,0.0,7.0,3.0,2.0,2.0,0.0,0.0,10.0,2.0,4.0,3.0,423.0,524.0,183.0,222.0,167.0,230.0,26.0,22.0,47.0,47.0,1.0,2.0,10.0,9.0,17.0,24.0,25.0,8.0,0.0,2.0,1.0,4.0,0.0,0.0,9.0,14.0,78,79,9.0,4.0,1.0,2.0,26.0,27.0,0.0,3.0,41.0,40.0,26.0,25.0,51.0,49.0,15.0,15.0,50.0,50.0,9.0,1.0,64.0,50.0,4813612.0,True,True,prem
24.0,2026-02-01T16:30:00+00:00,6.0,1824.88,2.0,2.0,43.0,1967.46,True,25-26-prem-tottenham-hotspur-vs-manchester-city,/matches/manchester-city-vs-tottenham-hotspur/2egtpx#4813613,40.0,60.0,1.05,2.08,12.0,15.0,6.0,3.0,2.0,2.0,1.0,1.0,311.0,522.0,81.0,90.0,15.0,12.0,3.0,4.0,0.86,1.24,0.2,0.85,1.05,2.08,1.73,1.26,1.0,8.0,5.0,4.0,0.0,0.0,7.0,14.0,5.0,1.0,385.0,578.0,175.0,238.0,136.0,284.0,23.0,25.0,43.0,60.0,5.0,7.0,38.0,41.0,19.0,14.0,28.0,30.0,1.0,2.0,3.0,3.0,0.0,0.0,24.0,23.0,42,52,6.0,4.0,4.0,5.0,19.0,25.0,1.0,4.0,51.0,61.0,46.0,44.0,51.0,49.0,5.0,17.0,23.0,77.0,10.0,7.0,53.0,33.0,4813613.0,True,True,prem
24.0,2026-02-01T14:00:00+00:00,1.0,1867.16,3.0,2.0,54.0,1822.68,True,25-26-prem-manchester-united-vs-fulham,/matches/fulham-vs-manchester-united/3cqww9#4813610,42.0,58.0,1.79,1.94,13.0,14.0,6.0,6.0,3.0,2.0,2.0,1.0,372.0,517.0,87.0,90.0,6.0,9.0,3.0,7.0,1.37,0.39,0.42,0.76,1.79,1.15,2.44,3.35,4.0,3.0,3.0,5.0,1.0,0.0,12.0,8.0,1.0,6.0,428.0,576.0,153.0,266.0,219.0,251.0,27.0,11.0,56.0,33.0,6.0,8.0,50.0,29.0,12.0,23.0,27.0,26.0,1.0,2.0,2.0,1.0,0.0,0.0,22.0,17.0,45,71,10.0,13.0,5.0,3.0,30.0,10.0,4.0,3.0,50.0,39.0,36.0,29.0,55.0,45.0,14.0,10.0,58.0,42.0,5.0,6.0,33.0,33.0,4813610.0,True,True,prem
24.0,2026-01-31T15:00:00+00:00,36.0,1842.34,1.0,1.0,11.0,1820.12,True,25-26-prem-brighton-hove-albion-vs-everton,/matches/everton-vs-brighton-hove-albion/2y16fs#4813606,54.0,46.0,1.44,1.2,11.0,7.0,2.0,4.0,2.0,2.0,2.0,1.0,408.0,333.0,83.0,79.0,13.0,14.0,5.0,2.0,0.89,1.03,0.55,0.17,1.44,1.2,1.0,1.55,5.0,2.0,4.0,1.0,0.0,0.0,9.0,7.0,2.0,0.0,492.0,423.0,227.0,175.0,181.0,158.0,13.0,35.0,31.0,52.0,4.0,3.0,31.0,20.0,10.0,22.0,23.0,26.0,3.0,0.0,1.0,2.0,0.0,0.0,20.0,23.0,45,61,9.0,7.0,0.0,4.0,30.0,20.0,3.0,1.0,50.0,64.0,36.0,39.0,48.0,52.0,14.0,25.0,36.0,64.0,4.0,4.0,25.0,36.0,4813606.0,True,True,prem
24.0,2026-01-31T17:30:00+00:00,8.0,1922.71,3.0,2.0,21.0,1734.27,True,25-26-prem-chelsea-vs-west-ham-united,/matches/chelsea-vs-west-ham-united/2f5ck5#4813607,71.0,29.0,2.7,1.12,14.0,11.0,6.0,6.0,4.0,2.0,2.0,2.0,644.0,205.0,89.0,68.0,11.0,13.0,9.0,3.0,2.48,0.68,0.22,0.44,2.7,1.12,2.64,1.05,4.0,2.0,4.0,3.0,1.0,1.0,11.0,8.0,3.0,3.0,721.0,300.0,298.0,104.0,346.0,101.0,30.0,24.0,67.0,39.0,6.0,2.0,17.0,18.0,17.0,13.0,35.0,24.0,0.0,2.0,3.0,2.0,0.0,1.0,14.0,14.0,57,60,8.0,7.0,3.0,4.0,23.0,47.0,4.0,3.0,46.0,50.0,29.0,36.0,45.0,55.0,17.0,14.0,55.0,45.0,3.0,11.0,23.0,65.0,4813607.0,True,True,prem
24.0,2026-01-29T20:00:00+00:00,,,0.0,4.0,17.0,,True,25-26-europa-league-ferencvaros-vs-nottingham-forest,/matches/ferencvaros-vs-nottingham-forest/2t2hwz#4947865,55.0,45.0,2.88,0.65,20.0,9.0,10.0,3.0,6.0,3.0,4.0,3.0,449.0,360.0,83.0,81.0,10.0,14.0,6.0,4.0,1.72,0.24,0.37,0.41,2.09,0.65,3.66,0.21,6.0,4.0,4.0,2.0,1.0,2.0,17.0,6.0,3.0,3.0,540.0,443.0,199.0,226.0,250.0,134.0,27.0,38.0,53.0,49.0,7.0,3.0,35.0,27.0,22.0,14.0,43.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,18.0,61,62,7.0,13.0,3.0,4.0,26.0,30.0,2.0,7.0,61.0,41.0,39.0,30.0,57.0,43.0,22.0,11.0,67.0,33.0,14.0,3.0,56.0,30.0,,True,True,europa-league
24.0,2026-01-28T20:00:00+00:00,6.0,1802.35,2.0,0.0,,,True,25-26-champions-league-tottenham-hotspur-vs-eintracht-frankfurt,/matches/tottenham-hotspur-vs-eintracht-frankfurt/2sr360#4947195,45.0,55.0,0.86,1.71,4.0,15.0,1.0,6.0,2.0,5.0,2.0,3.0,439.0,562.0,86.0,90.0,12.0,8.0,0.0,5.0,0.83,0.53,0.03,1.18,0.86,1.71,0.09,2.83,1.0,5.0,2.0,4.0,1.0,1.0,2.0,7.0,2.0,8.0,511.0,622.0,227.0,238.0,212.0,324.0,8.0,22.0,22.0,67.0,1.0,7.0,25.0,37.0,8.0,14.0,5.0,30.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,12.0,69,61,16.0,13.0,3.0,1.0,20.0,7.0,4.0,1.0,37.0,48.0,28.0,36.0,44.0,56.0,9.0,12.0,43.0,57.0,3.0,13.0,43.0,72.0,,True,True,champions-league
24.0,2026-01-28T20:00:00+00:00,,,0.0,2.0,43.0,1985.63,True,25-26-champions-league-galatasaray-vs-manchester-city,/matches/manchester-city-vs-galatasaray/2ezhf0#4947164,50.0,50.0,1.64,0.22,10.0,4.0,5.0,4.0,4.0,0.0,2.0,0.0,460.0,451.0,88.0,87.0,8.0,10.0,4.0,4.0,1.64,0.15,0.0,0.07,1.64,0.22,1.41,0.48,2.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,525.0,517.0,239.0,280.0,221.0,171.0,25.0,27.0,63.0,54.0,2.0,2.0,20.0,13.0,10.0,16.0,24.0,12.0,1.0,5.0,0.0,1.0,0.0,0.0,11.0,18.0,44,73,10.0,9.0,0.0,3.0,20.0,14.0,4.0,3.0,45.0,40.0,34.0,32.0,52.0,48.0,11.0,8.0,58.0,42.0,14.0,7.0,67.0,58.0,,True,True,champions-league
