player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
674,25-26-champions-league-newcastle-united-vs-barcelona,90,0,0,0,0.0,0.0,0,0,0,0,51,0,0.0,0.0,16,0,0.0,0,0.0,1,0,8,0,1,0,0,2,0,2,100.0,0,0.0,1,0,6,7,6.78,-0.22,1,15,8,0.0,1,4,0,0.0,0.0,0.0,0,0,90,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,25-26-champions-league-newcastle-united-vs-barcelona,90,0,1,2,0.08,0.68,1,0,0,3,30,15,88.0,1.0,3,0,0.0,0,0.0,1,0,4,0,0,0,0,3,6,3,43.0,0,0.0,2,2,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0.0,0.0,0.02,0,0,90,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,25-26-champions-league-newcastle-united-vs-barcelona,81,0,0,1,0.17,0.0,0,0,0,1,10,3,75.0,1.0,0,0,0.0,1,100.0,0,0,0,0,0,0,0,3,1,3,75.0,0,0.0,2,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,81,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,25-26-champions-league-newcastle-united-vs-barcelona,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,25-26-champions-league-newcastle-united-vs-barcelona,90,0,1,1,0.04,0.15,1,0,0,5,40,16,67.0,1.0,5,0,0.0,3,43.0,1,1,3,0,1,0,1,4,4,4,50.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,2.0,0,0,0,0.0,0.0,0.04,0,0,90,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,25-26-champions-league-bayer-leverkusen-vs-arsenal,89,0,0,2,0.09,0.15,1,0,0,8,34,12,60.0,1.0,0,1,100.0,0,0.0,0,0,2,0,1,1,0,2,5,2,40.0,0,0.0,1,1,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0.0,0.0,0.03,0,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,25-26-champions-league-paris-saint-germain-vs-chelsea,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,25-26-champions-league-galatasaray-vs-liverpool,1,0,0,0,0.0,0.09,0,0,0,1,7,4,100.0,3.0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,89,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,25-26-champions-league-paris-saint-germain-vs-chelsea,90,0,0,1,0.03,0.02,1,0,0,1,48,40,95.0,1.0,4,0,0.0,1,100.0,0,1,3,0,0,0,0,1,1,0,0.0,1,100.0,0,0,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0.0,0.0,0.6,0,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,25-26-champions-league-paris-saint-germain-vs-chelsea,45,0,0,0,0.0,0.0,0,0,0,0,30,23,96.0,0.0,1,0,0.0,0,0.0,1,1,3,0,0,0,0,2,0,2,100.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,46,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
