id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
8,Jurriën,Timber,J.Timber,i,Ankle injury - Unknown return date,,6.1,81,4.0,18.3,15,5.0,0.0,813.0,267.0,0,0,0.0,6,-6.0,210,213231,0.0,24.4,0.0,0.0,5.0,15.0,4.0,0.0,0.0,106.0,48.0,72.0,14.0,79.0,7.0,71.0,13.0,,,,,,,,0.17,0.06,0.23,0.64,0.0,0.48,0.73,1.03,5.43,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,332818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,Sam,Proctor,Proctor,a,,,3.9,784,91.0,0.6,247,33.0,0.0,419.0,49.0,0,0,0.0,-1,1.0,76,569,0.0,0.0,0.0,0.0,0.0,572.0,61.0,,,561.0,61.0,550.0,46.0,518.0,32.0,563.0,61.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Oliver,Sonne,Sonne,u,has joined Sparta Prague on loan for the rest of the season.,,3.8,811,250.0,0.2,400,150.0,0.0,381.0,140.0,0,0,0.0,-2,2.0,0,232,0.0,3.4,0.0,0.0,1.9,352.0,129.0,0.0,0.0,425.0,158.0,407.0,149.0,370.0,124.0,427.0,154.0,,,,,,,,0.3,0.04,0.34,2.08,0.0,0.0,2.2,0.55,3.84,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Axel,Tuanzebe,Tuanzebe,a,,,3.9,758,215.0,0.9,206,81.0,0.0,399.0,149.0,0,0,0.0,-1,1.0,69,424,0.0,6.9,-0.5,0.0,2.5,265.0,100.0,100.0,100.0,272.0,110.0,438.0,155.0,334.0,107.0,358.0,122.0,,,,,,,,0.06,0.01,0.07,2.41,0.0,0.1,2.13,1.06,9.38,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Josh,Laurent,Laurent,a,,,4.8,348,218.0,0.0,622,239.0,1.0,260.0,118.0,0,0,0.0,-2,2.0,59,34,0.2,11.0,0.5,0.0,1.8,375.0,158.0,100.0,100.0,230.0,97.0,196.0,128.0,264.0,144.0,254.0,124.0,,,,,,,,0.05,0.03,0.08,2.06,0.0,0.11,2.1,0.92,9.54,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Ashley,Barnes,Barnes,a,,,4.2,626,89.0,1.3,176,28.0,0.0,508.0,49.0,0,0,0.0,-3,3.0,651,1949,0.0,1.2,-0.5,0.0,1.0,466.0,56.0,,,511.0,62.0,478.0,60.0,423.0,57.0,490.0,58.0,,,2.0,,,,,0.28,0.0,0.28,5.32,0.0,0.0,7.71,0.0,5.14,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,3753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Julio,Soler Barreto,Soler,a,,,3.9,788,230.0,0.2,390,144.0,0.0,423.0,159.0,0,0,0.0,-1,1.0,99,52,0.0,0.8,0.0,0.0,1.0,460.0,166.0,100.0,100.0,499.0,177.0,462.0,168.0,444.0,167.0,497.0,173.0,,,,,,,,0.0,0.0,0.0,4.29,0.0,0.0,5.29,0.0,2.65,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,Conor,McManus,McManus,a,,,4.0,727,196.0,0.0,797,264.0,0.0,484.0,193.0,0,0,0.0,0,0.0,24,12,0.0,0.0,0.0,-0.5,0.0,627.0,236.0,,,617.0,236.0,610.0,236.0,580.0,233.0,619.0,236.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Luis,Sinisterra Lucumí,Sinisterra,u,has joined Cruzeiro on loan for the rest of the season.,,5.0,252,152.0,0.0,747,316.0,0.0,744.0,315.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,794.0,347.0,0.0,0.0,793.0,346.0,791.0,346.0,786.0,344.0,793.0,346.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Francisco Evanilson,de Lima Barbosa,Evanilson,a,,,6.7,46,16.0,2.5,122,19.0,3.7,94.0,13.0,0,0,0.0,-3,3.0,8030,10874,0.6,15.7,3.7,0.0,3.3,163.0,16.0,100.0,100.0,199.0,19.0,84.0,3.0,9.0,6.0,47.0,10.0,,,,,,,,0.35,0.05,0.4,1.31,0.0,0.33,1.43,1.02,4.1,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9849.0,37376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
